Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.3-192.168.10.5-53-49858-17,192.168.10.5,49858,192.168.10.3,53,17,6/7/2017 9:03,60603,2,2,88,408,44,44,44,0,204,204,204,0,8184.413313,66.00333317,20201,34983.09619,60596,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,33.00166658,33.00166658,44,204,108,87.6356092,7680,0,0,0,0,0,0,0,0,1,135,44,204,40,0,0,0,0,0,0,2,88,2,408,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-445-49160-6,192.168.10.5,49160,192.168.10.3,445,6,6/7/2017 9:03,90032242,10,10,48,12,6,0,4.8,2.529822128,6,0,1.2,2.529822128,0.666427923,0.222142641,4738539.053,1.12E+07,3.00E+07,3,9.00E+07,1.00E+07,1.50E+07,3.00E+07,3,9.00E+07,1.00E+07,1.50E+07,3.00E+07,3,0,0,0,0,224,296,0.11107132,0.11107132,0,6,3.142857143,3.070597894,9.428571429,0,0,0,0,1,0,0,0,1,3.3,4.8,1.2,224,0,0,0,0,0,0,10,48,10,12,255,2053,7,20,18555.66667,32065.74531,55582,41,3.00E+07,37157.26054,3.00E+07,2.99E+07,BENIGN
192.168.10.19-5.9.74.228-123-123-17,192.168.10.19,123,5.9.74.228,123,17,6/7/2017 9:03,66116114,2,2,96,96,48,48,48,0,48,48,48,0,2.903981925,0.060499623,2.20E+07,3.80E+07,6.59E+07,115908,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,64,64,0.030249812,0.030249812,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,115908,0,115908,115908,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.3-192.168.10.5-88-49196-6,192.168.10.5,49196,192.168.10.3,88,6,6/7/2017 9:03,712,7,4,458,358,220,0,65.42857143,105.6264758,179,0,89.5,103.3456982,1146067.416,15449.4382,71.2,150.8006779,496,1,712,118.6666667,224.5757482,572,1,658,219.3333333,334.7541386,605,4,0,0,0,0,164,104,9831.460674,5617.977528,0,220,68,97.93411514,9591.090909,0,0,0,1,0,0,0,0,0,74.18181818,65.42857143,89.5,164,0,0,0,0,0,0,7,458,4,358,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49197-6,192.168.10.5,49197,192.168.10.3,88,6,6/7/2017 9:03,1057,9,4,630,2944,300,0,70,130.4223907,1472,0,736,849.8595962,3381267.739,12298.95932,88.08333333,223.3836725,793,1,1057,132.125,291.5674083,848,1,884,294.6666667,502.583658,875,4,0,0,0,0,204,104,8514.664144,3784.295175,0,1472,255.2857143,526.3339724,277027.4505,0,0,0,1,0,0,0,0,0,274.9230769,70,736,204,0,0,0,0,0,0,9,630,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49198-6,192.168.10.5,49198,192.168.10.3,88,6,6/7/2017 9:03,977,7,4,2794,2830,1388,0,399.1428571,675.5233597,1415,0,707.5,816.9506309,5756397.134,11258.95599,97.7,250.057349,808,1,977,162.8333333,327.1595431,829,1,926,308.6666667,490.0870671,874,4,0,0,0,0,164,104,7164.790174,4094.165814,0,1415,468.6666667,688.9956239,474714.9697,0,0,0,1,0,0,0,0,0,511.2727273,399.1428571,707.5,164,0,0,0,0,0,0,7,2794,4,2830,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49198-6,192.168.10.3,88,192.168.10.5,49198,6,6/7/2017 9:03,3,3,1,18,6,6,6,6,0,6,6,6,0,8000000,1333333.333,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,20,1000000,333333.3333,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,6,60,0,0,0,0,0,0,3,18,1,6,2053,251,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49199-6,192.168.10.5,49199,192.168.10.3,88,6,6/7/2017 9:03,893,7,4,470,370,226,0,67.14285714,108.5532566,185,0,92.5,106.8097998,940649.4961,12318.02912,89.3,148.2303388,419,1,893,148.8333333,307.8996048,775,1,466,155.3333333,185.9067867,370,48,0,0,0,0,164,104,7838.745801,4479.283315,0,226,70,100.8644455,10173.63636,0,0,0,1,0,0,0,0,0,76.36363636,67.14285714,92.5,164,0,0,0,0,0,0,7,470,4,370,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49199-6,192.168.10.3,88,192.168.10.5,49199,6,6/7/2017 9:03,19,1,1,6,6,6,6,6,0,6,6,6,0,631578.9474,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2053,255,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49200-6,192.168.10.5,49200,192.168.10.3,88,6,6/7/2017 9:03,879,9,4,642,2944,306,0,71.33333333,133.067652,1472,0,736,849.8595962,4079635.95,14789.53356,73.25,176.7443583,630,0,879,109.875,235.0023936,686,0,728,242.6666667,413.3840023,720,3,0,0,0,0,204,104,10238.90785,4550.625711,0,1472,256.1428571,526.4168949,277114.7473,0,0,0,1,0,0,0,0,0,275.8461538,71.33333333,736,204,0,0,0,0,0,0,9,642,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49199-6,192.168.10.3,88,192.168.10.5,49199,6,6/7/2017 9:03,2,3,0,18,0,6,6,6,0,0,0,0,0,9000000,1500000,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,0,1500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2053,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49197-6,192.168.10.5,49197,192.168.10.3,88,6,6/7/2017 9:03,84,1,4,6,24,6,6,6,0,6,6,6,0,357142.8571,59523.80952,21,31.36877428,67,1,0,0,0,0,0,69,23,38.10511777,67,1,0,0,0,0,20,80,11904.7619,47619.04762,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49196-6,192.168.10.5,49196,192.168.10.3,88,6,6/7/2017 9:03,22,1,4,6,24,6,6,6,0,6,6,6,0,1363636.364,227272.7273,5.5,9,19,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,20,80,45454.54545,181818.1818,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49200-6,192.168.10.5,49200,192.168.10.3,88,6,6/7/2017 9:03,85,1,4,6,24,6,6,6,0,6,6,6,0,352941.1765,58823.52941,21.25,30.78284154,66,0,0,0,0,0,0,68,22.66666667,37.5410886,66,0,0,0,0,0,20,80,11764.70588,47058.82353,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49203-6,192.168.10.5,49203,192.168.10.3,88,6,6/7/2017 9:03,1099,9,6,3130,3042,1550,0,347.7777778,681.6006488,1515,0,507,780.7980533,5616014.559,13648.77161,78.5,208.3121733,799,1,1099,137.375,326.7558886,944,1,986,197.2,337.7886913,799,3,0,0,0,0,204,144,8189.262966,5459.508644,0,1550,385.75,683.8544192,467656.8667,0,0,0,1,0,0,0,0,0,411.4666667,347.7777778,507,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49205-6,192.168.10.5,49205,192.168.10.3,88,6,6/7/2017 9:03,934,9,6,3104,3022,1537,0,344.8888889,675.8682276,1505,0,503.6666667,775.6341062,6558886.51,16059.95717,66.71428571,178.2264888,682,1,934,116.75,280.8002595,809,1,899,179.8,280.9256129,682,48,0,0,0,0,204,144,9635.974304,6423.982869,0,1537,382.875,678.7020824,460636.5167,0,0,0,1,0,0,0,0,0,408.4,344.8888889,503.6666667,204,0,0,0,0,0,0,9,3104,6,3022,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-389-49204-6,192.168.10.5,49204,192.168.10.3,389,6,6/7/2017 9:03,349463,15,12,4982,1566,1633,0,332.1333333,564.1088885,507,0,130.5,191.6224982,18737.31983,77.2613982,13440.88462,57071.85298,288699,3,349463,24961.64286,77178.58647,288699,3,349374,31761.27273,102678.6427,341329,3,0,0,0,0,324,264,42.922999,34.3383992,0,1633,233.8571429,438.2933834,192101.0899,0,0,0,1,0,0,0,0,0,242.5185185,332.1333333,130.5,324,0,0,0,0,0,0,15,4982,12,1566,8192,0,13,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-389-49204-6,192.168.10.3,389,192.168.10.5,49204,6,6/7/2017 9:03,22,1,1,6,6,6,6,6,0,6,6,6,0,545454.5455,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6,0,0,1,0,0,0,0,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,253,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-135-49201-6,192.168.10.5,49201,192.168.10.3,135,6,6/7/2017 9:03,15173399,19,10,1382,1248,168,0,72.73684211,81.76717768,172,0,124.8,70.7747601,173.3296541,1.911239532,541907.1071,2020954.675,1.04E+07,1,1.52E+07,842966.6111,2493602.549,1.04E+07,1,4744638,527182,1059577.164,2710675,3,0,0,0,0,404,224,1.252191417,0.659048114,0,172,87.66666667,81.18447844,6590.91954,0,0,0,1,0,0,0,0,0,90.68965517,72.73684211,124.8,404,0,0,0,0,0,0,19,1382,10,1248,8192,2051,17,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-49666-49202-6,192.168.10.5,49202,192.168.10.3,49666,6,6/7/2017 9:03,35166279,39,34,12148,6524,1755,0,311.4871795,490.0801155,348,0,191.8823529,126.9372942,530.9631991,2.075852267,488420.5417,3592020.114,3.04E+07,1,3.52E+07,925428.3947,4933934.657,3.04E+07,1,4744326,143767.4545,589518.4127,2907390,3,0,0,0,0,804,704,1.109016965,0.966835303,0,1755,252.3243243,369.8000611,136752.0852,0,0,0,1,0,0,0,0,0,255.7808219,311.4871795,191.8823529,804,0,0,0,0,0,0,39,12148,34,6524,8192,2053,37,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-389-49206-6,192.168.10.5,49206,192.168.10.3,389,6,6/7/2017 9:03,340770,14,12,4100,1044,1646,0,292.8571429,578.0317874,210,0,87,89.21475622,15095.22552,76.29779617,13630.8,57700.55376,285919,2,340710,26208.46154,79390.55184,285919,2,340732,30975.63636,102123.2749,338888,3,0,0,0,0,304,264,41.08342871,35.21436746,0,1646,190.5185185,427.0937899,182409.1054,0,0,0,1,0,0,0,0,0,197.8461538,292.8571429,87,304,0,0,0,0,0,0,14,4100,12,1044,8192,0,12,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49205-6,192.168.10.5,49205,192.168.10.3,88,6,6/7/2017 9:03,30,1,4,6,24,6,6,6,0,6,6,6,0,1000000,166666.6667,7.5,13,27,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,20,80,33333.33333,133333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49203-6,192.168.10.5,49203,192.168.10.3,88,6,6/7/2017 9:03,95,1,4,6,24,6,6,6,0,6,6,6,0,315789.4737,52631.57895,23.75,32.05594069,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,10526.31579,42105.26316,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-195.186.4.101-123-123-17,192.168.10.19,123,195.186.4.101,123,17,6/7/2017 9:03,67120790,2,2,96,96,48,48,48,0,48,48,48,0,2.860514604,0.059594054,2.24E+07,3.85E+07,6.69E+07,120790,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,40,52,0.029797027,0.029797027,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,120823,0,120823,120823,6.69E+07,0,6.69E+07,6.69E+07,BENIGN
192.168.10.3-192.168.10.5-88-49207-6,192.168.10.5,49207,192.168.10.3,88,6,6/7/2017 9:03,1021,9,6,3130,3042,1550,0,347.7777778,681.6006488,1515,0,507,780.7980533,6045053.869,14691.47894,72.92857143,191.2595756,734,1,1021,127.625,266.1170191,782,1,918,183.6,311.7584,734,4,0,0,0,0,204,144,8814.887365,5876.591577,0,1550,385.75,683.8544192,467656.8667,0,0,0,1,0,0,0,0,0,411.4666667,347.7777778,507,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49209-6,192.168.10.5,49209,192.168.10.3,88,6,6/7/2017 9:03,964,9,6,3104,3022,1537,0,344.8888889,675.8682276,1505,0,503.6666667,775.6341062,6354771.784,15560.16598,68.85714286,188.2358819,717,1,964,120.5,273.3600452,791,1,885,177,305.0926089,717,3,0,0,0,0,204,144,9336.099585,6224.06639,0,1537,382.875,678.7020824,460636.5167,0,0,0,1,0,0,0,0,0,408.4,344.8888889,503.6666667,204,0,0,0,0,0,0,9,3104,6,3022,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-60349-17,192.168.10.5,60349,192.168.10.3,53,17,6/7/2017 9:03,214,2,2,148,270,74,74,74,0,135,135,135,0,1953271.028,18691.58879,71.33333333,117.4918437,207,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,9345.794393,9345.794393,74,135,98.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,123,74,135,40,0,0,0,0,0,0,2,148,2,270,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64172-17,192.168.10.5,64172,192.168.10.3,53,17,6/7/2017 9:03,161,2,2,86,208,43,43,43,0,104,104,104,0,1826086.957,24844.7205,53.66666667,86.89265408,154,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,12422.36025,12422.36025,43,104,67.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,84.25,43,104,40,0,0,0,0,0,0,2,86,2,208,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-389-49208-6,192.168.10.5,49208,192.168.10.3,389,6,6/7/2017 9:03,4399,14,13,4380,5994,1633,0,312.8571429,572.3174021,2634,0,461.0769231,806.858255,2358263.242,6137.758581,169.1923077,414.9180179,1926,3,4338,333.6923077,628.1042091,1926,3,4352,362.6666667,634.2201128,2031,3,0,0,0,0,304,284,3182.541487,2955.217095,0,2634,370.5,676.6146395,457807.3704,0,0,0,1,0,0,0,0,0,384.2222222,312.8571429,461.0769231,304,0,0,0,0,0,0,14,4380,13,5994,8192,0,12,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49209-6,192.168.10.5,49209,192.168.10.3,88,6,6/7/2017 9:03,101,1,4,6,24,6,6,6,0,6,6,6,0,297029.703,49504.9505,25.25,32.21154038,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,9900.990099,39603.9604,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-88-49207-6,192.168.10.5,49207,192.168.10.3,88,6,6/7/2017 9:03,92,1,4,6,24,6,6,6,0,6,6,6,0,326086.9565,54347.82609,23,32.30067079,69,0,0,0,0,0,0,70,23.33333333,39.55165399,69,0,0,0,0,0,20,80,10869.56522,43478.26087,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-64.4.54.254-49446-443-6,192.168.10.15,49446,64.4.54.254,443,6,6/7/2017 9:03,63638,1,1,6,6,6,6,6,0,6,6,6,0,188.5665797,31.42776329,63638,0,63638,63638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.71388164,15.71388164,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,253,513,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.221.100.191-49211-80-6,192.168.10.5,49211,23.221.100.191,80,6,6/7/2017 9:03,18416287,4,4,193,1654,181,0,48.25,88.5451862,1642,0,413.5,819.004884,100.2916603,0.434398096,2630898.143,6891328.929,1.83E+07,49,157546,52515.33333,45439.66445,79300,50,1.83E+07,6112731.333,1.05E+07,1.83E+07,896,0,0,0,0,92,92,0.217199048,0.217199048,0,1642,205.2222222,541.9898011,293752.9444,0,0,0,1,0,0,0,0,1,230.875,48.25,413.5,92,0,0,0,0,0,0,4,193,4,1654,65535,946,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.199.170.73-49210-80-6,192.168.10.5,49210,23.199.170.73,80,6,6/7/2017 9:03,118831886,9,5,471,4738,158,0,52.33333333,71.2846407,1583,0,947.6,862.3092833,43.83503599,0.117813497,9140914.308,3.26E+07,1.18E+08,46,1.19E+08,1.49E+07,4.15E+07,1.18E+08,58,1134865,283716.25,512136.7834,1051072,808,0,0,0,0,192,112,0.075737248,0.042076249,0,1583,347.2666667,639.2197774,408601.9238,0,0,0,1,0,0,0,0,0,372.0714286,52.33333333,947.6,192,0,0,0,0,0,0,9,471,5,4738,65535,1013,8,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62547-17,192.168.10.3,62547,192.168.10.1,53,17,6/7/2017 9:03,168981,1,1,60,166,60,60,60,0,166,166,166,0,1337.428468,11.83565016,168981,0,168981,168981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,5.917825081,5.917825081,60,166,95.33333333,61.19912853,3745.333333,0,0,0,0,0,0,0,0,1,143,60,166,20,0,0,0,0,0,0,1,60,1,166,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60529-17,192.168.10.3,60529,192.168.10.1,53,17,6/7/2017 9:03,168939,1,1,51,149,51,51,51,0,149,149,149,0,1183.859263,11.83859263,168939,0,168939,168939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.919296314,5.919296314,51,149,83.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,125.5,51,149,32,0,0,0,0,0,0,1,51,1,149,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62209-17,192.168.10.3,62209,192.168.10.1,53,17,6/7/2017 9:03,268203,1,1,50,174,50,50,50,0,174,174,174,0,835.1882716,7.457038139,268203,0,268203,268203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.72851907,3.72851907,50,174,91.33333333,71.59143338,5125.333333,0,0,0,0,0,0,0,0,1,137,50,174,20,0,0,0,0,0,0,1,50,1,174,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60102-17,192.168.10.3,60102,192.168.10.1,53,17,6/7/2017 9:03,207265,1,1,46,139,46,46,46,0,139,139,139,0,892.5771356,9.649482546,207265,0,207265,207265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.824741273,4.824741273,46,139,77,53.69357503,2883,0,0,0,0,0,0,0,0,1,115.5,46,139,20,0,0,0,0,0,0,1,46,1,139,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63434-17,192.168.10.5,63434,192.168.10.3,53,17,6/7/2017 9:03,268607,2,2,78,326,39,39,39,0,163,163,163,0,1504.056112,14.89164467,89535.66667,155074.2616,268600,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,7.445822335,7.445822335,39,163,88.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,110.75,39,163,40,0,0,0,0,0,0,2,78,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-49990-17,192.168.10.5,49990,192.168.10.3,53,17,6/7/2017 9:03,207671,2,2,70,256,35,35,35,0,128,128,128,0,1569.790679,19.26123532,69223.66667,119891.9795,207663,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,9.63061766,9.63061766,35,128,72.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,90.25,35,128,40,0,0,0,0,0,0,2,70,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-63219-17,192.168.10.5,63219,192.168.10.3,53,17,6/7/2017 9:03,169416,2,2,98,310,49,49,49,0,155,155,155,0,2408.273127,23.61052085,56472,97806.31103,169409,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,64,11.80526042,11.80526042,49,155,91.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,114.25,49,155,40,0,0,0,0,0,0,2,98,2,310,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-51412-17,192.168.10.5,51412,192.168.10.3,53,17,6/7/2017 9:03,169395,2,2,80,276,40,40,40,0,138,138,138,0,2101.596859,23.61344786,56465,97794.18667,169388,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11.80672393,11.80672393,40,138,79.2,53.67681064,2881.2,0,0,0,0,0,0,0,0,1,99,40,138,64,0,0,0,0,0,0,2,80,2,276,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.15.4.19-49214-80-6,192.168.10.5,49214,23.15.4.19,80,6,6/7/2017 9:03,117465932,5,3,206,497,188,0,41.2,82.10481106,491,0,165.6666667,281.7629027,5.984713934,0.068104853,1.68E+07,4.44E+07,1.17E+08,63,1.17E+08,2.94E+07,5.87E+07,1.17E+08,63,35154,17577,3389.869909,19974,15180,0,0,0,0,112,72,0.042565533,0.02553932,0,491,78.11111111,166.4545317,27707.11111,0,0,0,1,0,0,0,0,0,87.875,41.2,165.6666667,112,0,0,0,0,0,0,5,206,3,497,65535,946,4,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.207.47.221-49213-80-6,192.168.10.5,49213,23.207.47.221,80,6,6/7/2017 9:03,117850768,5,3,245,307,227,0,49,99.53893711,301,0,102.3333333,172.0765334,4.683889714,0.06788246,1.68E+07,4.45E+07,1.18E+08,46,1.18E+08,2.95E+07,5.88E+07,1.18E+08,63,63898,31949,44092.35045,63127,771,0,0,0,0,112,72,0.042426537,0.025455922,0,301,61.33333333,116.4141314,13552.25,0,0,0,1,0,0,0,0,0,69,49,102.3333333,112,0,0,0,0,0,0,5,245,3,307,65535,946,4,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.52.146.130-49212-80-6,192.168.10.5,49212,23.52.146.130,80,6,6/7/2017 9:03,118125787,5,3,156,334,138,0,31.2,59.75951807,328,0,111.3333333,187.6628182,4.148120512,0.067724417,1.69E+07,4.46E+07,1.18E+08,73,1.18E+08,2.95E+07,5.89E+07,1.18E+08,74,176539,88269.5,90499.06139,152262,24277,0,0,0,0,112,72,0.04232776,0.025396656,0,328,54.44444444,111.8560583,12511.77778,0,0,0,1,0,0,0,0,0,61.25,31.2,111.3333333,112,0,0,0,0,0,0,5,156,3,334,65535,946,4,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-213.109.127.82-123-123-17,192.168.10.19,123,213.109.127.82,123,17,6/7/2017 9:03,69109946,2,2,96,96,48,48,48,0,48,48,48,0,2.778181884,0.057878789,2.30E+07,3.97E+07,6.89E+07,109631,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,52,40,0.028939395,0.028939395,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,109631,0,109631,109631,6.89E+07,0,6.89E+07,6.89E+07,BENIGN
192.168.10.1-192.168.10.3-53-61717-17,192.168.10.3,61717,192.168.10.1,53,17,6/7/2017 9:03,183782,1,1,61,176,61,61,61,0,176,176,176,0,1289.57134,10.88245857,183782,0,183782,183782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,5.441229283,5.441229283,61,176,99.33333333,66.39528096,4408.333333,0,0,0,0,0,0,0,0,1,149,61,176,20,0,0,0,0,0,0,1,61,1,176,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
